Author 1,Author 2,ID 1,ID 2,Affiliation 1,Affiliation 2,Year,DOI,EID,General Areas,Specific Areas,AUID 1,AUID 2
Ramon delos Santos,Armando Somintac,56798322500,6506821685,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-56798322500,AUID-6506821685
Ramon delos Santos,Elmer Surat Estacio,56798322500,15135417200,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-56798322500,AUID-15135417200
Anthony R. Tuico,Vernalyn C. Copa,57095041200,57095027400,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-57095041200,AUID-57095027400
Anthony R. Tuico,Arnel A. Salvador,57095041200,7103138362,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-57095041200,AUID-7103138362
Anthony R. Tuico,Armando Somintac,57095041200,6506821685,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-57095041200,AUID-6506821685
Anthony R. Tuico,Elmer Surat Estacio,57095041200,15135417200,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-57095041200,AUID-15135417200
Vernalyn C. Copa,Arnel A. Salvador,57095027400,7103138362,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-57095027400,AUID-7103138362
Vernalyn C. Copa,Armando Somintac,57095027400,6506821685,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-57095027400,AUID-6506821685
Vernalyn C. Copa,Elmer Surat Estacio,57095027400,15135417200,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-57095027400,AUID-15135417200
Arnel A. Salvador,Armando Somintac,7103138362,6506821685,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-7103138362,AUID-6506821685
Arnel A. Salvador,Elmer Surat Estacio,7103138362,15135417200,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-7103138362,AUID-15135417200
Armando Somintac,Elmer Surat Estacio,6506821685,15135417200,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045245203,Radiation; Instrumentation; Condensed Matter Physics; Electrical and Electronic Engineering,PHYS; ENGI,AUID-6506821685,AUID-15135417200
Remmer L. Salas,Jan Kathryne D.L. Garcia,57201634456,57201638798,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201634456,AUID-57201638798
Remmer L. Salas,Ana Carmela R. Miranda,57201634456,57201633160,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201634456,AUID-57201633160
Remmer L. Salas,Windell L. Rivera,57201634456,7004387097,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201634456,AUID-7004387097
Remmer L. Salas,Ricky B. Nellas,57201634456,14040364800,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201634456,AUID-14040364800
Remmer L. Salas,Portia Mahal G. Sabido,57201634456,6507711466,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201634456,AUID-6507711466
Jan Kathryne D.L. Garcia,Ana Carmela R. Miranda,57201638798,57201633160,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201638798,AUID-57201633160
Jan Kathryne D.L. Garcia,Windell L. Rivera,57201638798,7004387097,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201638798,AUID-7004387097
Jan Kathryne D.L. Garcia,Ricky B. Nellas,57201638798,14040364800,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201638798,AUID-14040364800
Jan Kathryne D.L. Garcia,Portia Mahal G. Sabido,57201638798,6507711466,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201638798,AUID-6507711466
Ana Carmela R. Miranda,Windell L. Rivera,57201633160,7004387097,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201633160,AUID-7004387097
Ana Carmela R. Miranda,Ricky B. Nellas,57201633160,14040364800,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201633160,AUID-14040364800
Ana Carmela R. Miranda,Portia Mahal G. Sabido,57201633160,6507711466,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-57201633160,AUID-6507711466
Windell L. Rivera,Ricky B. Nellas,7004387097,14040364800,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-7004387097,AUID-14040364800
Windell L. Rivera,Portia Mahal G. Sabido,7004387097,6507711466,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-7004387097,AUID-6507711466
Ricky B. Nellas,Portia Mahal G. Sabido,14040364800,6507711466,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85045435851,Biochemistry; Physiology; Endocrinology; Cellular and Molecular Neuroscience,BIOC; NEUR,AUID-14040364800,AUID-6507711466
Kuselah Mae M Tayaban,Katherine L. Pintor,57193760101,57193759412,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85016399346,"Geography, Planning and Development; Economics and Econometrics; Management, Monitoring, Policy and Law",SOCI; ECON; ENVI,AUID-57193760101,AUID-57193759412
Kuselah Mae M Tayaban,Pierangeli G. Vital,57193760101,35276265200,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85016399346,"Geography, Planning and Development; Economics and Econometrics; Management, Monitoring, Policy and Law",SOCI; ECON; ENVI,AUID-57193760101,AUID-35276265200
Katherine L. Pintor,Pierangeli G. Vital,57193759412,35276265200,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85016399346,"Geography, Planning and Development; Economics and Econometrics; Management, Monitoring, Policy and Law",SOCI; ECON; ENVI,AUID-57193759412,AUID-35276265200
Richelle Ann B. Juayong,Henry N. Adorna,36573712000,36573213900,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-84995784254,Computer Science Applications,COMP,AUID-36573712000,AUID-36573213900
Dhonny Bacuyag,Melanie Y. David,57202501702,54790513700,De La Salle University,De La Salle University,2018,nan,2-s2.0-85048589567,Physics and Astronomy (all),PHYS,AUID-57202501702,AUID-54790513700
Jose Ernie C. Lope,R. Sato,8974876400,57202335565,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047935862,Analysis; Applied Mathematics,MATH,AUID-8974876400,AUID-57202335565
Kennett L. Dela Rosa,Agnes T. Paras,57192433324,6507879949,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85041521236,Algebra and Number Theory; Numerical Analysis; Geometry and Topology; Discrete Mathematics and Combinatorics,MATH,AUID-57192433324,AUID-6507879949
Henry V. Lee,Henry J. Ramos,25625247700,16317395200,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047927610,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-25625247700,AUID-16317395200
Henry V. Lee,Luis Ma T. Bo-ot,25625247700,8347566500,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047927610,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-25625247700,AUID-8347566500
Henry V. Lee,Maricor N. Soriano,25625247700,7005888478,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047927610,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-25625247700,AUID-7005888478
Henry J. Ramos,Luis Ma T. Bo-ot,16317395200,8347566500,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047927610,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-16317395200,AUID-8347566500
Henry J. Ramos,Maricor N. Soriano,16317395200,7005888478,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047927610,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-16317395200,AUID-7005888478
Luis Ma T. Bo-ot,Maricor N. Soriano,8347566500,7005888478,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85047927610,Engineering (all); Physics and Astronomy (all),ENGI; PHYS,AUID-8347566500,AUID-7005888478
Mia C.M. Bercansil,Florinia E. Merca,57201397137,7801417534,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2018,nan,2-s2.0-85044574748,Food Science; Pharmacology; Pharmacology (medical),AGRI; PHAR; MEDI,AUID-57201397137,AUID-7801417534
Miguel Azcuna,Jortan O. Tun,57200695768,57200703183,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85042235321,"Ecology, Evolution, Behavior and Systematics; Ecology; Environmental Science (all); Earth and Planetary Sciences (all)",AGRI; ENVI; EART,AUID-57200695768,AUID-57200703183
Miguel Azcuna,Helen T. Yap,57200695768,7102460023,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85042235321,"Ecology, Evolution, Behavior and Systematics; Ecology; Environmental Science (all); Earth and Planetary Sciences (all)",AGRI; ENVI; EART,AUID-57200695768,AUID-7102460023
Miguel Azcuna,Gisela P. Concepción,57200695768,6701587789,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85042235321,"Ecology, Evolution, Behavior and Systematics; Ecology; Environmental Science (all); Earth and Planetary Sciences (all)",AGRI; ENVI; EART,AUID-57200695768,AUID-6701587789
Jortan O. Tun,Helen T. Yap,57200703183,7102460023,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85042235321,"Ecology, Evolution, Behavior and Systematics; Ecology; Environmental Science (all); Earth and Planetary Sciences (all)",AGRI; ENVI; EART,AUID-57200703183,AUID-7102460023
Jortan O. Tun,Gisela P. Concepción,57200703183,6701587789,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85042235321,"Ecology, Evolution, Behavior and Systematics; Ecology; Environmental Science (all); Earth and Planetary Sciences (all)",AGRI; ENVI; EART,AUID-57200703183,AUID-6701587789
Helen T. Yap,Gisela P. Concepción,7102460023,6701587789,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85042235321,"Ecology, Evolution, Behavior and Systematics; Ecology; Environmental Science (all); Earth and Planetary Sciences (all)",AGRI; ENVI; EART,AUID-7102460023,AUID-6701587789
J. R. Bognot,C. G. Candido,57202451211,57202452314,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85048430295,Earth and Planetary Sciences (miscellaneous); Environmental Science (miscellaneous); Instrumentation,EART; ENVI; PHYS,AUID-57202451211,AUID-57202452314
J. R. Bognot,Ariel C. Blanco,57202451211,25222367300,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85048430295,Earth and Planetary Sciences (miscellaneous); Environmental Science (miscellaneous); Instrumentation,EART; ENVI; PHYS,AUID-57202451211,AUID-25222367300
C. G. Candido,Ariel C. Blanco,57202452314,25222367300,University of the Philippines - Diliman,University of the Philippines - Diliman,2018,nan,2-s2.0-85048430295,Earth and Planetary Sciences (miscellaneous); Environmental Science (miscellaneous); Instrumentation,EART; ENVI; PHYS,AUID-57202452314,AUID-25222367300
Z. F. Alam,A. J.V. Riego,57202110882,57202107196,De La Salle University,De La Salle University,2018,nan,2-s2.0-85047185747,Environmental Engineering; Environmental Chemistry; Agricultural and Biological Sciences (all),ENVI; AGRI,AUID-57202110882,AUID-57202107196
Z. F. Alam,J. H.R.P. Samson,57202110882,57202108799,De La Salle University,De La Salle University,2018,nan,2-s2.0-85047185747,Environmental Engineering; Environmental Chemistry; Agricultural and Biological Sciences (all),ENVI; AGRI,AUID-57202110882,AUID-57202108799
Z. F. Alam,S. A.V. Valdez,57202110882,55332515400,De La Salle University,De La Salle University,2018,nan,2-s2.0-85047185747,Environmental Engineering; Environmental Chemistry; Agricultural and Biological Sciences (all),ENVI; AGRI,AUID-57202110882,AUID-55332515400
