address,affiliation-name,city,country,dc:identifier,prism:url
Los Banos,Ecosystems Research and Development Bureau,Laguna,Philippines,AFFILIATION_ID:100768155,https://api.elsevier.com/content/affiliation/affiliation_id/100768155
189 Royal Street,Public Health Division,Perth,Australia,AFFILIATION_ID:100772413,https://api.elsevier.com/content/affiliation/affiliation_id/100772413
101 Mother Ignacia Street,National Fisheries Research and Development Institute,Quezon City,Philippines,AFFILIATION_ID:100775438,https://api.elsevier.com/content/affiliation/affiliation_id/100775438
Pasay City,San Juan de Dios Hospital,Manila,Philippines,AFFILIATION_ID:100780465,https://api.elsevier.com/content/affiliation/affiliation_id/100780465
"Indang, Cavite",Cavite State University,,Philippines,AFFILIATION_ID:100785847,https://api.elsevier.com/content/affiliation/affiliation_id/100785847
"30 Cau Buou, Thanh Tri District",National Cancer Hospital,Hanoi,Viet Nam,AFFILIATION_ID:100787418,https://api.elsevier.com/content/affiliation/affiliation_id/100787418
Viet Nam,Thong Nhat Hospital,Ho Chi Minh City,Viet Nam,AFFILIATION_ID:100788322,https://api.elsevier.com/content/affiliation/affiliation_id/100788322
"18-A Trafalgar Plaza, 105 HV dela Costa St., Makati City",Zuellig Foundation,Manila,Philippines,AFFILIATION_ID:100792079,https://api.elsevier.com/content/affiliation/affiliation_id/100792079
"Estrada da Ribeira, Km 111",Embrapa Forestry,Colombo,Brazil,AFFILIATION_ID:100796171,https://api.elsevier.com/content/affiliation/affiliation_id/100796171
"1113-1117 San Marcelino St., Paco",Emilio Aguinaldo College,Manila,Philippines,AFFILIATION_ID:100797274,https://api.elsevier.com/content/affiliation/affiliation_id/100797274
P.O. Box 846,Radiation and Isotope Center,Khartoum,Sudan,AFFILIATION_ID:100797550,https://api.elsevier.com/content/affiliation/affiliation_id/100797550
Diliman,Bureau of Soils and Water Management,Quezon City,Philippines,AFFILIATION_ID:100797935,https://api.elsevier.com/content/affiliation/affiliation_id/100797935
Schoolbergenstraat 47,Good Clinical Practice Alliance - Europe,Brussels,Belgium,AFFILIATION_ID:100799205,https://api.elsevier.com/content/affiliation/affiliation_id/100799205
Bharatpur,B. P. Koirala Memorial Cancer Hospital,,Nepal,AFFILIATION_ID:100808608,https://api.elsevier.com/content/affiliation/affiliation_id/100808608
Semi-Arid Tropics,International Crops Research Institute,Hyderabad,India,AFFILIATION_ID:100809708,https://api.elsevier.com/content/affiliation/affiliation_id/100809708
Bimini,Bimini Biological Field Station,,Bahamas,AFFILIATION_ID:100816790,https://api.elsevier.com/content/affiliation/affiliation_id/100816790
8630 Fenton St,American Society for Parenteral and Enteral Nutrition,Silver Spring,United States,AFFILIATION_ID:100821204,https://api.elsevier.com/content/affiliation/affiliation_id/100821204
Behind Ishvar Bhuvan,5 Subhash Society,Ahmedabad,India,AFFILIATION_ID:100822226,https://api.elsevier.com/content/affiliation/affiliation_id/100822226
"Penwalk, Llechryd",Marine Environmental Monitoring,Cardigan,United Kingdom,AFFILIATION_ID:100822486,https://api.elsevier.com/content/affiliation/affiliation_id/100822486
Theo-Funccius-Str.1,National Academy of Medical Sciences,Kathmandu,Nepal,AFFILIATION_ID:100823951,https://api.elsevier.com/content/affiliation/affiliation_id/100823951
PO Box 44486-00100,Nature Kenya,Nairobi,Kenya,AFFILIATION_ID:100824967,https://api.elsevier.com/content/affiliation/affiliation_id/100824967
Rita Legarda Building Station Mesa,Bureau of Animal Industry,Manila,Philippines,AFFILIATION_ID:100826691,https://api.elsevier.com/content/affiliation/affiliation_id/100826691
"PO Box 6759, Salmiya 22078",As'ad Al-Hamad Dermatology Center,Kuwait City,Kuwait,AFFILIATION_ID:100832554,https://api.elsevier.com/content/affiliation/affiliation_id/100832554
"1536, Nakaminowa, Minowa-machi, Kamiina-gun",Misuzu Industries Corporation,Nagano,Japan,AFFILIATION_ID:100832887,https://api.elsevier.com/content/affiliation/affiliation_id/100832887
Seminary Rd.,Quezon City General Hospital,Quezon City,Philippines,AFFILIATION_ID:100838745,https://api.elsevier.com/content/affiliation/affiliation_id/100838745
"New Visayas, 8105 Panabo City",Davao del Norte State College,,Philippines,AFFILIATION_ID:100841748,https://api.elsevier.com/content/affiliation/affiliation_id/100841748
"Hong Kong, Units J-L, 10/F, MG Tower, 133 Hoi Bun Road, Kwun Tong",Heep Hong Society,Hong Kong,Hong Kong,AFFILIATION_ID:100843649,https://api.elsevier.com/content/affiliation/affiliation_id/100843649
"Salle Avenue, Bacolod City, Negros Occidental",University of St. La,Salle,Philippines,AFFILIATION_ID:100844476,https://api.elsevier.com/content/affiliation/affiliation_id/100844476
"Beijing, China",First Hospital of Peking,Beijing,China,AFFILIATION_ID:100848030,https://api.elsevier.com/content/affiliation/affiliation_id/100848030
,ASEAN Secretariat,Jakarta,Indonesia,AFFILIATION_ID:100848814,https://api.elsevier.com/content/affiliation/affiliation_id/100848814
Working Life and Welfare,Swedish Research Council,Stockholm,Sweden,AFFILIATION_ID:100856085,https://api.elsevier.com/content/affiliation/affiliation_id/100856085
Totsuka,Yokohama College of Pharmacy,Kanagawa,Japan,AFFILIATION_ID:100856987,https://api.elsevier.com/content/affiliation/affiliation_id/100856987
"R. das Laranjeiras, 374 - Laranjeiras, Rio de Janeiro",Casa de Saúde São José,Rio de Janeiro,Brazil,AFFILIATION_ID:100861941,https://api.elsevier.com/content/affiliation/affiliation_id/100861941
San Miguel,Hospital Exequiel Gonzáles Cortés,Santiago,Chile,AFFILIATION_ID:100864892,https://api.elsevier.com/content/affiliation/affiliation_id/100864892
Pasig City,Manila Electric Company,Pasig,Philippines,AFFILIATION_ID:100872746,https://api.elsevier.com/content/affiliation/affiliation_id/100872746
"Ikoyi, Lagos, Nigeria. yemi@firstcardiologyconsultants.com",First Cardiology Consultants,Lagos,Nigeria,AFFILIATION_ID:100891203,https://api.elsevier.com/content/affiliation/affiliation_id/100891203
Boulevard Orono 500,Instituto Cardiovascular de Rosario,Rosario,Argentina,AFFILIATION_ID:100900643,https://api.elsevier.com/content/affiliation/affiliation_id/100900643
P.O. Box 01,International Rice Research Institute,Phnom Penh,Cambodia,AFFILIATION_ID:100907720,https://api.elsevier.com/content/affiliation/affiliation_id/100907720
,National Center for Tuberculosis and Leprosy Control,Phnom Penh,Cambodia,AFFILIATION_ID:100912227,https://api.elsevier.com/content/affiliation/affiliation_id/100912227
"Tiwi, Barotac, Iloilo, Nuevo",Iloilo State College of Fisheries,,Philippines,AFFILIATION_ID:100914214,https://api.elsevier.com/content/affiliation/affiliation_id/100914214
Naga City,Ateneo de Naga University,,Philippines,AFFILIATION_ID:100932356,https://api.elsevier.com/content/affiliation/affiliation_id/100932356
Tarahara,Regional Agricultural Research Station,,Nepal,AFFILIATION_ID:100936158,https://api.elsevier.com/content/affiliation/affiliation_id/100936158
Osmena Boulevard,Cebu Normal University,Cebu,Philippines,AFFILIATION_ID:100939162,https://api.elsevier.com/content/affiliation/affiliation_id/100939162
"Vestlia 4, Jessheim",Norwegian Red Cross,Oslo,Norway,AFFILIATION_ID:100941263,https://api.elsevier.com/content/affiliation/affiliation_id/100941263
Yinchuan,Ningxia People's Hospital,Yinchuan,China,AFFILIATION_ID:100951806,https://api.elsevier.com/content/affiliation/affiliation_id/100951806
Ho Chi Minh,Blood Transfusion and Hematology Hospital,Ho Chi Minh City,Viet Nam,AFFILIATION_ID:100953433,https://api.elsevier.com/content/affiliation/affiliation_id/100953433
,Southeast Asian Regional Center for Graduate Study and Research in Agriculture (SEARCA),Manila,Philippines,AFFILIATION_ID:100964753,https://api.elsevier.com/content/affiliation/affiliation_id/100964753
"Bicutan, Taguig, Metro",Industrial Technology Development Institute,Manila,Philippines,AFFILIATION_ID:100966054,https://api.elsevier.com/content/affiliation/affiliation_id/100966054
"Atlanta, GA",Independent Consultant,Atlanta,United States,AFFILIATION_ID:100996153,https://api.elsevier.com/content/affiliation/affiliation_id/100996153
Kurdistan Region,Salahaddin University-Erbil,Region,Iraq,AFFILIATION_ID:100998037,https://api.elsevier.com/content/affiliation/affiliation_id/100998037
Pathology Queensland,Microbiology Department,Brisbane,Australia,AFFILIATION_ID:101017036,https://api.elsevier.com/content/affiliation/affiliation_id/101017036
William H. Quasha Memorial,St. Luke's College of Medicine,Quezon City,Philippines,AFFILIATION_ID:101035011,https://api.elsevier.com/content/affiliation/affiliation_id/101035011
"Gender, Elderly and Children",Ministry of Health Community Development,Dar Es Salaam,Tanzania,AFFILIATION_ID:101043913,https://api.elsevier.com/content/affiliation/affiliation_id/101043913
East Jerusalem,Makassed Hospital,Jerusalem,Palestine,AFFILIATION_ID:101045589,https://api.elsevier.com/content/affiliation/affiliation_id/101045589
"Topaz Building, 99-101 Kamias Road, Quezon City, Metro",Environmental Management Bureau,Manila,Philippines,AFFILIATION_ID:101061301,https://api.elsevier.com/content/affiliation/affiliation_id/101061301
SOCINSTRASSE 57,SCHWEIZERISCHES TROPEN- UND PUBLIC HEALTH-INSTITUT,Basel,Switzerland,AFFILIATION_ID:101070793,https://api.elsevier.com/content/affiliation/affiliation_id/101070793
16305 Swingley Ridge Road Suite 150,United Soybean Board,Chesterfield,United States,AFFILIATION_ID:101091921,https://api.elsevier.com/content/affiliation/affiliation_id/101091921
Santa Cruz de la Sierra,Asociación Armonía,Santa Cruz,Bolivia,AFFILIATION_ID:101092128,https://api.elsevier.com/content/affiliation/affiliation_id/101092128
"Russian Federation Blvd., P.O. Box 86",Institute of Technology of Cambodia,Phnom Penh,Cambodia,AFFILIATION_ID:101111992,https://api.elsevier.com/content/affiliation/affiliation_id/101111992
Ferdinand-Sauerbruch-Strasse,University Medicine Greifswald,Greifswald,Germany,AFFILIATION_ID:101123269,https://api.elsevier.com/content/affiliation/affiliation_id/101123269
,Hospital Base Osorno,Osorno,Chile,AFFILIATION_ID:101135706,https://api.elsevier.com/content/affiliation/affiliation_id/101135706
"Alergia Pediatrica, Roman Alberca, s/n",Clínica Virgen de la Vega,Murcia,Spain,AFFILIATION_ID:101156192,https://api.elsevier.com/content/affiliation/affiliation_id/101156192
P.O.Box 1271,St. Paul's Hospital Millennium Medical College,Addis Ababa,Ethiopia,AFFILIATION_ID:101160924,https://api.elsevier.com/content/affiliation/affiliation_id/101160924
15 rue JB Berlier,Neovacs S.A.,Paris,France,AFFILIATION_ID:101166333,https://api.elsevier.com/content/affiliation/affiliation_id/101166333
Negara Brunei Darussalam,Ministry of Health,Bandar Seri Begawan,Brunei Darussalam,AFFILIATION_ID:101184684,https://api.elsevier.com/content/affiliation/affiliation_id/101184684
"UP Technopark Complex, ASTI Building, C.P. Garcia Avenue, Diliman",Advanced Science and Technology Institute,Quezon City,Philippines,AFFILIATION_ID:101198397,https://api.elsevier.com/content/affiliation/affiliation_id/101198397
"Boulevard de 51 BD DE LATOUR MAUBOURG, PARIS 07 SP",Secrétariat Général de la Défense et de la Sécurité Nationale (SGDSN),Paris,France,AFFILIATION_ID:101202059,https://api.elsevier.com/content/affiliation/affiliation_id/101202059
126 University Place,BHF Cardiovascular Research Centre,Glasgow,United Kingdom,AFFILIATION_ID:101245185,https://api.elsevier.com/content/affiliation/affiliation_id/101245185
Vientiane,University of Health Sciences,Vientiane,Laos,AFFILIATION_ID:101252761,https://api.elsevier.com/content/affiliation/affiliation_id/101252761
,ABIQUIM,Sao Paulo,Brazil,AFFILIATION_ID:101256734,https://api.elsevier.com/content/affiliation/affiliation_id/101256734
Coker Hall,Carolina Center for Genome Sciences,Chapel Hill,United States,AFFILIATION_ID:101259131,https://api.elsevier.com/content/affiliation/affiliation_id/101259131
Thimphu,Ministry of Health,,Bhutan,AFFILIATION_ID:101261319,https://api.elsevier.com/content/affiliation/affiliation_id/101261319
1500 Remount Road,Smithsonian Conservation Biology Institute,Front Royal,United States,AFFILIATION_ID:101266554,https://api.elsevier.com/content/affiliation/affiliation_id/101266554
"940 KPI Building, Quezon Avenue",National Fisheries Research and Development Institute,Quezon City,Philippines,AFFILIATION_ID:101270051,https://api.elsevier.com/content/affiliation/affiliation_id/101270051
Diliman,Natural Sciences Research Institute,Quezon City,Philippines,AFFILIATION_ID:101272879,https://api.elsevier.com/content/affiliation/affiliation_id/101272879
"Changsha, 410082 China",Hunan University,Changsha,China,AFFILIATION_ID:101292404,https://api.elsevier.com/content/affiliation/affiliation_id/101292404
Pasig Boulevard,Rizal Medical Center,Pasig,Philippines,AFFILIATION_ID:101293412,https://api.elsevier.com/content/affiliation/affiliation_id/101293412
Edison u 1,Roche Hungary Ltd.,Budaors,Hungary,AFFILIATION_ID:101316724,https://api.elsevier.com/content/affiliation/affiliation_id/101316724
Sarah S. Fuller Memorial Scholarship,Edward Hospital,Naperville,United States,AFFILIATION_ID:101326952,https://api.elsevier.com/content/affiliation/affiliation_id/101326952
PO Box 30709,Biosciences Eastern and Central Africa (a NEPAD centre of excellence),Nairobi,Kenya,AFFILIATION_ID:101328150,https://api.elsevier.com/content/affiliation/affiliation_id/101328150
Ratchathewi,Ministry of Science and Technology,Bangkok,Thailand,AFFILIATION_ID:101332132,https://api.elsevier.com/content/affiliation/affiliation_id/101332132
,Hospital Antônio Prudente,Fortaleza,Brazil,AFFILIATION_ID:101340884,https://api.elsevier.com/content/affiliation/affiliation_id/101340884
"Bandar, Seri Beagawan",Anak Saleha Hospital,Bandar Seri Begawan,Brunei Darussalam,AFFILIATION_ID:101344047,https://api.elsevier.com/content/affiliation/affiliation_id/101344047
"The Pascal, Singapore Science Park 1, 16A Science Park Drive #03-04",Shimadzu (Asia Pacific) Pte. Ltd.,Singapore City,Singapore,AFFILIATION_ID:101345900,https://api.elsevier.com/content/affiliation/affiliation_id/101345900
"EL-Al Building, 100 Quezon Ave.",National Capital Region,Quezon City,Philippines,AFFILIATION_ID:101347096,https://api.elsevier.com/content/affiliation/affiliation_id/101347096
"P.O. Box 25535, Kalanki",Himalayan College of Agricultural Sciences and Technology,Kathmandu,Nepal,AFFILIATION_ID:101348355,https://api.elsevier.com/content/affiliation/affiliation_id/101348355
Yablochkova ul. 1a,Tula Regional Clinical Hospital,Tula,Russian Federation,AFFILIATION_ID:101353872,https://api.elsevier.com/content/affiliation/affiliation_id/101353872
"Parasitology and Entomology of Savannakhet Province, Savannakhet",Station of Malariology,,Laos,AFFILIATION_ID:101358098,https://api.elsevier.com/content/affiliation/affiliation_id/101358098
1-1-1 Fujimi,Yamanashi Prefectural Central Hospital,Kofu,Japan,AFFILIATION_ID:101371624,https://api.elsevier.com/content/affiliation/affiliation_id/101371624
Kaiser-Permanente,Psychiatry Department,Hayward,United States,AFFILIATION_ID:101397582,https://api.elsevier.com/content/affiliation/affiliation_id/101397582
Lilongwe,WHO Country Office,Lilongwe,Malawi,AFFILIATION_ID:101398786,https://api.elsevier.com/content/affiliation/affiliation_id/101398786
"Brescia, Pennsylvania",Fondazione Poliambulanza,Brescia,Italy,AFFILIATION_ID:101402342,https://api.elsevier.com/content/affiliation/affiliation_id/101402342
"Manila, 2560 Leon Guinto St., Malate",St. Scholastica's College,Manila,Philippines,AFFILIATION_ID:101403074,https://api.elsevier.com/content/affiliation/affiliation_id/101403074
"Linkou, China",Chang Gung Memorial Hospital,Kaohsiung,China,AFFILIATION_ID:101412558,https://api.elsevier.com/content/affiliation/affiliation_id/101412558
8835 Columbia 100 Parkway,"Microwave Telemetry, Inc.",Columbia,United States,AFFILIATION_ID:101413091,https://api.elsevier.com/content/affiliation/affiliation_id/101413091
